fault_id,family,family_label,bucket,kind,expected_layer,first_layer,intercepted,target_field,description,detail
F5-fuzz-unknown_field-006,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.injected_579,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_579' was unexpected)
F5-fuzz-unknown_field-007,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.injected_604,out-of-catalog unknown_field on bundle,bundle: Additional properties are not allowed ('injected_604' was unexpected)
F5-fuzz-unknown_field-008,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.injected_231,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_231' was unexpected)
F5-fuzz-delete_field-009,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.account_mode,out-of-catalog delete_field on approval,approval: 'account_mode' is a required property
F5-fuzz-cross_splice-010,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.approval_id,out-of-catalog cross_splice on approval,approval: False is not of type 'string'
F5-fuzz-unknown_field-011,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.injected_398,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_398' was unexpected)
F5-fuzz-nesting_abuse-012,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.max_notional,out-of-catalog nesting_abuse on approval,approval: [[{'depth': [1100.0]}]] is not of type 'number'
F5-fuzz-cross_splice-013,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.response_artifact,out-of-catalog cross_splice on bundle,bundle: 1100.0 is not of type 'string'
F5-fuzz-cross_splice-014,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.operator_runbook_artifact,out-of-catalog cross_splice on bundle,bundle: 100.0 is not of type 'string'
F5-fuzz-unknown_field-015,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.injected_595,out-of-catalog unknown_field on bundle,bundle: Additional properties are not allowed ('injected_595' was unexpected)
F5-fuzz-free_text_tamper-016,F5,clock & timestamp,fuzz,static,,escape,False,runbook.safety_note,out-of-catalog free_text_tamper on approval,passed all five layers and the sealed final gate
F5-fuzz-retype_field-017,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.approved_by,out-of-catalog retype_field on approval,approval: 12345 is not of type 'string'
F5-fuzz-delete_field-018,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.responses,out-of-catalog delete_field on response,response: 'responses' is a required property
F5-fuzz-unknown_field-019,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.injected_500,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_500' was unexpected)
F5-fuzz-delete_field-020,F5,clock & timestamp,fuzz,static,,approval_hash_binding,True,response.request_artifact_hash,out-of-catalog delete_field on response,response.request_artifact_hash None does not match handoff hash sha256:13ab8e78ced3b10674d9707a6a364902c78f55a4a8c91d289af0e2e207cc1074
F5-fuzz-retype_field-021,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.adapter,out-of-catalog retype_field on response,response: None is not of type 'string'
F5-fuzz-delete_field-022,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.responses,out-of-catalog delete_field on response,response: 'responses' is a required property
F5-fuzz-retype_field-023,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.reconciliation,out-of-catalog retype_field on response,response: True is not of type 'object'
F5-fuzz-nesting_abuse-024,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.max_notional,out-of-catalog nesting_abuse on approval,approval: [[{'depth': [1100.0]}]] is not of type 'number'
F5-fuzz-boundary_numeric-025,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.handoff_artifact,out-of-catalog boundary_numeric on bundle,bundle: 1e+308 is not of type 'string'
F5-fuzz-cross_splice-026,F5,clock & timestamp,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog cross_splice on approval,passed all five layers and the sealed final gate
F5-fuzz-boundary_numeric-027,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.operator_runbook_artifact,out-of-catalog boundary_numeric on bundle,bundle: 0 is not of type 'string'
F5-fuzz-unknown_field-028,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.injected_887,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_887' was unexpected)
F5-fuzz-retype_field-029,F5,clock & timestamp,fuzz,static,,approval_hash_binding,True,approval.allowed_symbols,out-of-catalog retype_field on approval,approval binding: orders[0].symbol BTC-USD is outside approval allowed_symbols
F5-fuzz-nesting_abuse-030,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.response_artifact,out-of-catalog nesting_abuse on bundle,bundle: [[{'depth': ['outputs/live_readiness_e1_tmp/template/sessions/e1tpl/broker_response_artifact.json']}]] is not of type 'string'
F5-fuzz-unknown_field-031,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.injected_587,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_587' was unexpected)
F5-fuzz-retype_field-032,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.approved_by,out-of-catalog retype_field on approval,"approval: ['as', 'list'] is not of type 'string'"
F5-fuzz-delete_field-033,F5,clock & timestamp,fuzz,static,,schema_validation,True,approval.approved_by,out-of-catalog delete_field on approval,approval: 'approved_by' is a required property
F5-fuzz-free_text_tamper-034,F5,clock & timestamp,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F5-fuzz-retype_field-035,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.request_artifact_hash,out-of-catalog retype_field on response,response: None is not of type 'string'
F5-fuzz-unknown_field-036,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.injected_651,out-of-catalog unknown_field on bundle,bundle: Additional properties are not allowed ('injected_651' was unexpected)
F5-fuzz-nesting_abuse-037,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.approval_artifact,out-of-catalog nesting_abuse on bundle,bundle: [[{'depth': ['outputs/live_readiness_e1_tmp/template/sessions/e1tpl/broker_approval_artifact.json']}]] is not of type 'string'
F5-fuzz-free_text_tamper-038,F5,clock & timestamp,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog free_text_tamper on bundle,passed all five layers and the sealed final gate
F5-fuzz-retype_field-039,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.operator_runbook_artifact,out-of-catalog retype_field on bundle,bundle: True is not of type 'string'
F6-command-shell-chaining-semicolon,F6,runbook violations,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,final-gate command carries shell chaining (semicolon),runbook: verification_commands validate-live-readiness command must not contain shell chaining
F6-command-shell-chaining-ampersand,F6,runbook violations,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,final-gate command carries shell chaining (ampersand),runbook: verification_commands validate-live-readiness command must not contain shell chaining
F6-command-shell-chaining-pipe,F6,runbook violations,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,final-gate command carries shell chaining (pipe),runbook: verification_commands validate-live-readiness command must not contain shell chaining
F6-command-competing-gate,F6,runbook violations,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,two supported validate-live-readiness commands compete,runbook: verification_commands must include exactly one supported validate-live-readiness command
F6-command-unportable-bundle,F6,runbook violations,directed,static,single_artifact_validator,cross_artifact_preflight,True,runbook.verification_commands,final-gate command names an absolute bundle path,operator_runbook_artifact verification command bundle path /abs/preflight_bundle.json does not match current preflight bundle
F6-command-unsupported-prefix,F6,runbook violations,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,final-gate command uses an unsupported executable prefix,runbook: verification_commands must not include unsupported validate-live-readiness commands
F6-drill-symbol-scope-missing,F6,runbook violations,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,runbook.incident_response_drill.affected_symbols,incident drill affected_symbols omits a traded symbol,"operator_runbook_artifact.incident_response_drill.affected_symbols missing handoff symbols: BTC=F, GSPC"
F6-drill-account-mode-mismatch,F6,runbook violations,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,runbook.incident_response_drill.affected_account_mode,incident drill affected_account_mode does not cover the handoff,operator_runbook_artifact.incident_response_drill.affected_account_mode live does not cover handoff_artifact.account_mode paper
F6-default-mode-mismatch,F6,runbook violations,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,runbook.default_mode,runbook default_mode disagrees with the capability manifest,operator_runbook_artifact.default_mode offline_export does not match capability_manifest.default_mode dry_run
F6-retention-path-escape,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.incident_response_drill.artifact_retention_path,incident drill artifact_retention_path escapes the sanctioned root,runbook: 'outputs/elsewhere/leak/' does not match '^outputs/examples/operator_runbook/[^\\s\\\\]*$'
F6-rollback-owner-whitespace,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.incident_response_drill.rollback_owner,incident drill rollback_owner contains whitespace,runbook: 'on call' does not match '^\\S+$'
F6-live-submission-true,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.live_submission,runbook advertises live_submission true,runbook: False was expected
F6-control-off-manual_approval_required,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.manual_approval_required,runbook control manual_approval_required disabled,runbook: True was expected
F6-control-off-kill_switch_required,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.kill_switch_required,runbook control kill_switch_required disabled,runbook: True was expected
F6-control-off-approval_expiry_required,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.approval_expiry_required,runbook control approval_expiry_required disabled,runbook: True was expected
F6-control-off-artifact_retention_required,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.artifact_retention_required,runbook control artifact_retention_required disabled,runbook: True was expected
F6-control-off-incident_owner_required,F6,runbook violations,directed,static,schema_validation,schema_validation,True,runbook.incident_owner_required,runbook control incident_owner_required disabled,runbook: True was expected
F6-checklist-drop-mode-boundary,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'mode-boundary' control,"runbook: [{'evidence': 'broker approval artifact with approved_at, expires_at, limits, and request hash', 'id': 'approval-expiry', 'owner': 'operator', 'pass_condition': 'approval is unexpired and bound to the reviewed handoff artifact'}, {"
F6-checklist-drop-approval-expiry,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'approval-expiry' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'kill switch flag checked by"
F6-checklist-drop-kill-switch,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'kill-switch' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'broker approval artifact wi"
F6-checklist-drop-reconciliation,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'reconciliation' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'broker approval artifact wi"
F6-checklist-drop-rollback,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'rollback' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'broker approval artifact wi"
F6-checklist-drop-artifact-retention,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'artifact-retention' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'broker approval artifact wi"
F6-checklist-drop-incident-owner,F6,runbook violations,directed,static,single_artifact_validator,schema_validation,True,runbook.checklist,runbook checklist drops the required 'incident-owner' control,"runbook: [{'evidence': 'session state and handoff artifact record a paper-only adapter mode', 'id': 'mode-boundary', 'owner': 'operator', 'pass_condition': 'default path cannot submit live orders'}, {'evidence': 'broker approval artifact wi"
F6-fuzz-free_text_tamper-000,F6,runbook violations,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-free_text_tamper-001,F6,runbook violations,fuzz,static,,escape,False,bundle.safety_note,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-nesting_abuse-002,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.artifact_retention_required,out-of-catalog nesting_abuse on runbook,runbook: True was expected
F6-fuzz-retype_field-003,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.kill_switch_required,out-of-catalog retype_field on runbook,runbook: True was expected
F6-fuzz-boundary_numeric-004,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.manual_approval_required,out-of-catalog boundary_numeric on runbook,runbook: True was expected
F6-fuzz-boundary_numeric-005,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.incident_owner_required,out-of-catalog boundary_numeric on runbook,runbook: True was expected
F6-fuzz-boundary_numeric-006,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.kill_switch_required,out-of-catalog boundary_numeric on runbook,runbook: True was expected
F6-fuzz-boundary_numeric-007,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.incident_owner_required,out-of-catalog boundary_numeric on runbook,runbook: True was expected
F6-fuzz-free_text_tamper-008,F6,runbook violations,fuzz,static,,escape,False,runbook.safety_note,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-retype_field-009,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.approval_expiry_required,out-of-catalog retype_field on runbook,runbook: True was expected
F6-fuzz-cross_splice-010,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.checklist,out-of-catalog cross_splice on runbook,runbook: 'sha256:13ab8e78ced3b10674d9707a6a364902c78f55a4a8c91d289af0e2e207cc1074' is not of type 'array'
F6-fuzz-unknown_field-011,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.injected_93,out-of-catalog unknown_field on runbook,runbook: Additional properties are not allowed ('injected_93' was unexpected)
F6-fuzz-delete_field-012,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.manual_approval_required,out-of-catalog delete_field on runbook,runbook: 'manual_approval_required' is a required property
F6-fuzz-cross_splice-013,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.safety_note,out-of-catalog cross_splice on runbook,runbook: 100.0 is not of type 'string'
F6-fuzz-free_text_tamper-014,F6,runbook violations,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-retype_field-015,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.artifact_retention_required,out-of-catalog retype_field on runbook,runbook: True was expected
F6-fuzz-boundary_numeric-016,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.manual_approval_required,out-of-catalog boundary_numeric on runbook,runbook: True was expected
F6-fuzz-cross_splice-017,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.safety_note,out-of-catalog cross_splice on runbook,runbook: 100.0 is not of type 'string'
F6-fuzz-boundary_numeric-018,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.checklist,out-of-catalog boundary_numeric on runbook,runbook: 0 is not of type 'array'
F6-fuzz-retype_field-019,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.approval_expiry_required,out-of-catalog retype_field on runbook,runbook: True was expected
F6-fuzz-unknown_field-020,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.injected_867,out-of-catalog unknown_field on runbook,runbook: Additional properties are not allowed ('injected_867' was unexpected)
F6-fuzz-cross_splice-021,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.default_mode,out-of-catalog cross_splice on runbook,"runbook: 1100.0 is not one of ['offline_export', 'dry_run']"
F6-fuzz-cross_splice-022,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.safety_note,out-of-catalog cross_splice on runbook,runbook: ['limit'] is not of type 'string'
F6-fuzz-cross_splice-023,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.manual_approval_required,out-of-catalog cross_splice on runbook,runbook: True was expected
F6-fuzz-nesting_abuse-024,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.incident_response_drill,out-of-catalog nesting_abuse on runbook,"runbook: [[{'depth': [{'affected_account_mode': 'paper', 'affected_symbols': ['BTC-USD', 'BTC=F', 'GSPC'], 'artifact_retention_path': 'outputs/examples/operator_runbook/live_session_retention/', 'kill_switch_action': 'set BrokerSafetyConfig"
F6-fuzz-retype_field-025,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.live_submission,out-of-catalog retype_field on runbook,runbook: False was expected
F6-fuzz-free_text_tamper-026,F6,runbook violations,fuzz,static,,escape,False,capability.adapter_name,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-unknown_field-027,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.injected_380,out-of-catalog unknown_field on runbook,runbook: Additional properties are not allowed ('injected_380' was unexpected)
F6-fuzz-free_text_tamper-028,F6,runbook violations,fuzz,static,,escape,False,capability.adapter_name,out-of-catalog free_text_tamper on runbook,passed all five layers and the sealed final gate
F6-fuzz-cross_splice-029,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.incident_owner_required,out-of-catalog cross_splice on runbook,runbook: True was expected
F6-fuzz-nesting_abuse-030,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.default_mode,out-of-catalog nesting_abuse on runbook,"runbook: [[{'depth': ['dry_run']}]] is not one of ['offline_export', 'dry_run']"
F6-fuzz-unknown_field-031,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.injected_720,out-of-catalog unknown_field on runbook,runbook: Additional properties are not allowed ('injected_720' was unexpected)
F6-fuzz-nesting_abuse-032,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.manual_approval_required,out-of-catalog nesting_abuse on runbook,runbook: True was expected
F6-fuzz-delete_field-033,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.live_submission,out-of-catalog delete_field on runbook,runbook: 'live_submission' is a required property
F6-fuzz-delete_field-034,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.approval_expiry_required,out-of-catalog delete_field on runbook,runbook: 'approval_expiry_required' is a required property
F6-fuzz-unknown_field-035,F6,runbook violations,fuzz,static,,schema_validation,True,runbook.injected_225,out-of-catalog unknown_field on runbook,runbook: Additional properties are not allowed ('injected_225' was unexpected)
F7-journal-rewrite-detail,F7,journal chain (aux),directed,static,orchestrator_revalidation,orchestrator_revalidation,True,journal,rewrite a journal entry payload without recomputing its hash,journal: line 1: entry_hash does not match entry content
F7-journal-delete-row,F7,journal chain (aux),directed,static,orchestrator_revalidation,orchestrator_revalidation,True,journal,delete a middle journal row and break the prev-hash chain,journal: line 2: prev_entry_hash does not match the previous entry
F7-journal-reorder,F7,journal chain (aux),directed,static,orchestrator_revalidation,orchestrator_revalidation,True,journal,reorder two journal rows and break the prev-hash chain,journal: line 2: prev_entry_hash does not match the previous entry
F7-journal-truncate-head,F7,journal chain (aux),directed,static,orchestrator_revalidation,orchestrator_revalidation,True,journal,drop the genesis journal row so the chain no longer roots at null,journal: line 1: prev_entry_hash does not match the previous entry
F7-journal-corrupt-json,F7,journal chain (aux),directed,static,orchestrator_revalidation,orchestrator_revalidation,True,journal,corrupt a journal row into invalid JSON,journal: line 1: invalid JSON
