mode,agent,provider,model,api_model,dose,seed,sample,step,prompt_sha256,response_sha256,cache_created_at_utc,collected_before_confirmatory_freeze
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,16,0de226aff1e46525792f247bd5fe2964da6716b5c0684f90cb76fd6f5eb3800f,351327d6f370069d264c810a65d66275de59d80ec9899c0577bc7cd6afafed09,2026-07-18T15:53:20Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,17,8c833a743c915032885455b519ffd46c46737380c43bbadd5acc75b3704783b3,c3546a6dfee4251855cd25ac8fb51e4f63beaf7762cbc81b08858d860a2af01e,2026-07-18T15:53:27Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,18,1f41e4b2a3d5cd60d0218b5d94a9ae7f874b0403599bf36aa021fe5bbea463fe,52e6068a0eb460de63531371fe6c7769df3948bd7fb085fbb58219e0ca44849b,2026-07-18T15:53:34Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,19,4dfcccdc74b15266c5a84fca59535197eaef0295c592691d1382d88cd438cc14,8faac56a8818111d1cf4d3c2c466de119d3be6a42fa91935e3decc73f24ec3f0,2026-07-18T15:53:40Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,20,ff8708ed5a45f21740502cb8c51821e3b2fb43383e366c214d41ef7e1c5ed867,7f8f79960f157ac794802cfc62f7075401ac5efff3bba66c09f396fb9723b2a4,2026-07-18T15:53:47Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,21,f7f6a7e52199555a26fd70cc9824803dd02a05feba2cc22512d172fff2dd932b,c4292920ff9229cdf89db37264d990d03646177eb2313560bfc4949da5ea0b25,2026-07-18T15:53:53Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,22,90efbe777cfb13831476786f48133edcf1abda9ec41c4a2054c052dc10117128,ec9eaca63ff0800d401436926239a2f279fd6d906ea0228d6bc9b7578a5f93c1,2026-07-18T15:54:00Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,23,8d8826f896c7636493473f4c1ea3b7f71439cd23f9d2a2d6dc4f6395e1d1d8e1,d6221f764edd75168fc9b82ed44a67bdd4d0e3146fb087904daf6e61e67fb615,2026-07-18T15:54:05Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,23,2,24,5f8316cde8013b24dc83557dbb61a2196901a890b5f4272048b106a573125b27,4c25eb213da38195e0396a207aeeb32ce9493e3dd31a4eb52f4d85e7e8d2bfe0,2026-07-18T15:54:09Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,1,4c4f923b4307e1f5d0f33e3b08b2152f5e1ba7dab67e9a9ae65632d557e0e67a,333c558fdf6add9441ef7cd105d07a29c57b1dcf62ecb580308692830f82ebe4,2026-07-18T15:54:21Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,2,75d32ccc328ae2bec7d3d06a766940ed18dee5cfd776f6b0186986197ffc4ed9,c61cf7c1a3ad9937facbb46fe93a621f08a37fb8b7861aed3df792807d494e5c,2026-07-18T15:54:26Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,3,99a0c8a50a705134bdddec1ad77fa218602402729730d468ca34cff1426dda50,9a936e3074cee1fa97c2d1f9a60eea14f31d2eb52ed8a4b44fbef238526d2243,2026-07-18T15:54:30Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,4,d91dfe59c926fda6b9c7cd8fddd120f8e93d3ebb15025042f58453905a1fb8da,0d9289d082d5e6a4a7924e72aabd73ce58cc3a5dde308c7376d7c4ba5945bc59,2026-07-18T15:54:35Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,5,57119bd50ab773b7ad697591ffaca5a6819e40f0ec9f844ac36d7c398c6edfe2,03cc530ce05092cc79137821057589a2da7d419e229baad4f7fb31208ba90dd3,2026-07-18T15:54:39Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,6,20e91ccfd1bb8fc5eae2091fdb133ba69023394232b97d05278dd4f1355bfcf2,8aa5eadc1ebd3c74839873bc3efcfa923d356ebf6e17af7091f402a69d04049d,2026-07-18T15:54:42Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,7,015dd2f12352f56fff0535201f9b7534db085214ffa80b51de1d5c5ef15516f3,04bff287344800c0ffe22463594f1da5137849ecc9b2d654b6b3b694943eef3e,2026-07-18T15:54:47Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,8,4c5bafbd787a4a39cc542130c124c4ba87a762c154259425ba83ebb7c138e744,f3a6c7870d6f4ddb1bd215383fa55156103a4de41b0125702329c0e826f0612d,2026-07-18T15:54:50Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,9,5b6a4a594b7bc42e7879d1135408619b7ceec5084e450f8b40052135e6f86416,29f030f48734da414df46d135a31b2217cda8ebf384677f5aae9e59c2c5e7156,2026-07-18T15:54:55Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,10,72c8c0a64b3ffbe1f4ead6571ed35a44d6d52f17032cb3461d7f1580b436c300,994647f0cf3af100b83db4940d8e433b04baab04de3d88feb3c99ad8667739ad,2026-07-18T15:55:01Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,11,ed8598b3988f3b8d7a942705f02f0e10817cddf214dd60a5bb9d4a43a00b1de2,9fe56316d84bc5fa1ad4fda7083e13354de70dac4683246d5c5884033394d8c4,2026-07-18T15:55:08Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,12,b4139d0bfbafa71b47fdf2c38deb94600de57f5f40f799bee9760ceceff90ec9,d6b14087cf58facc52216655064e695f43363557b306991923d5f092e256b2a7,2026-07-18T15:55:14Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,13,412e5b58e93a763b32d81322c8251984d52f5fed4e0f2301c433f459407006fd,a015968223fd96f21d2f24d7af0694c9b97d25edfe384a59ed5930a7befa93d1,2026-07-18T15:55:20Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,14,62e6b45c0657f3cc426929f5dcdaa5148da259c1088d7216f7ba5972220270fe,37135ebecb5fa96d516c57f77b07156c753b786b5113e16629edaf08375a66db,2026-07-18T15:55:25Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,15,63b658073c77e885ba187c1dc9644a5aee218086698119b0c7412ac62d3672ef,7e82838404afad8ed9a827f623561e6fd9c1df3b3964838ed7fd7d3e0009d312,2026-07-18T15:55:32Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,16,f15e3dfed2aabc69a771aaefbd205dbc873ecaa98d1ba342330499b6811601f6,b288d8f0e952043fca514b09367c3db2e3cd6fb5ee52d89a5aecd998acbc58d6,2026-07-18T15:55:37Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,17,7a8e6f0c41e11899c20d96534b94adbf4b184550904edf8c847aaeffb69e4c33,217bea8a124d3e09034d1858fd690d885f038181c025ceb90088ae821820dfce,2026-07-18T15:55:42Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,18,2292765b4afe772b90b4c6c0472ad82966601c58ec3239ba86a2625074cb807a,54080cc566c94ed87823ebb43bed0e82cdd3988fc5ffa503dcefdb42a05c4cb5,2026-07-18T15:55:48Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,19,e81ea73fbe1b1c3ba7d3167e66f6ac304ed72ccd0b1557560b0dcc8ccdc38865,35415f733fde729356015443bae93755f4bb5a5d735a54281232c504ea0260b0,2026-07-18T15:55:53Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,20,d1221a24fe72c67b9615bfaf23e09bfb2a9a02598e6195190ce9d2be9ab30e7c,276e24d8e3fb5b0ffed83239149c77f830ff0ad8ddcd828c2fdc0a187de07fc4,2026-07-18T15:55:59Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,21,92ff47878253611ac08919aa7e5f88689ed645135528b19ac106272a5f988e4b,68c7c8432b07a2f28a38df0bee42242dcf6601d8274aebb0590906af3a14ee0b,2026-07-18T15:56:04Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,22,004b8430ed04c5bc4a21bf56bc5ff8e2f95bb640c19bf0065bf96a32129029d1,4f7fabc20502ad93b09d86ad828e252847059ed58e046798e349db07f2a9ca86,2026-07-18T15:56:10Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,23,72997fa652bf63650426a39e837c5531b84d6bcee225c55afe4a91b633fdd31a,72ef1d461d0f29a954faec68134c4ff6d61f8cf67813501ec9de7e964a95ba80,2026-07-18T15:56:15Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,0,24,eb4a36bc9b1942e01eb54b860cfa1b4cb1fb7d9af91d6b5600c84dc431cd6cc1,cd430df7f69b2286ab6397d5c3ca9f1c8775f969f1911813926aa7bb5f19ad5e,2026-07-18T15:56:20Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,1,4c4f923b4307e1f5d0f33e3b08b2152f5e1ba7dab67e9a9ae65632d557e0e67a,f7a90fc5720fbcdd3bcaf2503f97243c195a264c61cdfb4394929c8d3f6f9945,2026-07-18T15:56:26Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,2,75d32ccc328ae2bec7d3d06a766940ed18dee5cfd776f6b0186986197ffc4ed9,4649ae6cbea4365d97e59b5d1f6f613acfc925e45d84211f065900ac3a7ba6ad,2026-07-18T15:56:32Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,3,99a0c8a50a705134bdddec1ad77fa218602402729730d468ca34cff1426dda50,d768cc60b3c266fff40ea3c869e4200e1732abb61b9e53ac97daa4469178ae1c,2026-07-18T15:56:35Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,4,d91dfe59c926fda6b9c7cd8fddd120f8e93d3ebb15025042f58453905a1fb8da,2931108dbc32bc823a4fa9d988954783c94c54d1a0510a241768e11d95fd06f7,2026-07-18T15:56:40Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,5,57119bd50ab773b7ad697591ffaca5a6819e40f0ec9f844ac36d7c398c6edfe2,dbab99f661bc6c9a27f145322abe54565b9fdaa59b2eed2bc6c806704aa256f4,2026-07-18T15:56:43Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,6,20e91ccfd1bb8fc5eae2091fdb133ba69023394232b97d05278dd4f1355bfcf2,4d745cc6279cc8743b190c81e8686b0f245a4bb760a9803939f05a876c1b920b,2026-07-18T15:56:48Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,7,2d4b2f2d4e4bd1fd5741292450447a1be71fcc3836a427404f215b164dde8d5d,87866c0b2efe80cf223af6f37c1226abc2969c679057037a1d950a166e578335,2026-07-18T15:56:52Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,8,54c8eab04b4f856948d8b51e5c12e3fc9ab9dfc097c2eab06c8ef09ce423c346,1cf88f3b6f9dc0dc53641f065629bf312ac7917a58889c636b76712bac7da8da,2026-07-18T15:56:56Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,9,2e9913a70ff07de93d6abe99b1e2f329f95563a471abb083e00f4f55b5499251,75b573ae7bf9a42eaf6c355384cca90fb664d1dd9312f6243771ffafb5639bdc,2026-07-18T15:57:02Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,10,8b72809ac798dd90b8e69d47509da19c9ae6cb2fd4f0e70b00c05c09b5611ed3,b127d9a777a0166098c399213bc0bff2a2dd98fb4bd95c68b9b6276878f69ba4,2026-07-18T15:57:08Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,11,5e84cc1a82352d215c2de5419b6cb254fa0e4dea0c634582c226ff40ec878494,a2f63cd094785df1eee3292f0d6f922d096a47178cb1a6967078aa990d300c80,2026-07-18T15:57:13Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,12,7bc53ab3315a9a297fa717fa41729a0f4a0f57e1f99bfae5ea1583d918ad1183,d12451065239f3cf44c24bff0e08eff3ea3be1828c839969eda7071bcf4da5ae,2026-07-18T15:57:18Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,13,4ecc49807b6c6861c791288049eee0d32e9248994dc6ff16404a42d99ab8a28f,2b73603020fe272ef72d172fd13dc9cdb72baed2696ac39af767ee803f9f602b,2026-07-18T15:57:24Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,14,4a5205760904e34f7f4083c764f4bbdbfe7045a28bc9f85da0af86465128b14c,76b8fc6b879e1d1061222ca3c77af21427a6d53ace5ebb13c74d9016ebd3e722,2026-07-18T15:57:29Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,15,c00a4e6adb42dae406645af15bd2930f624a30c73bc4bd5c19ca217a46dbb6dc,5d2ad78246f931461b0c0e7e2dec0ce9942e70a8d91f992804d63f3ad4d362ac,2026-07-18T15:57:35Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,16,f9bd4b44390a5125e87bc25f87dc41c24424bf218272f9e024512c381c89cd40,0ea52681b6db9d1c8be4ced13480d0a314089d979817b770646b13b2d0b5f122,2026-07-18T15:57:40Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,17,bd1a2fccd13a7013691adaa6015541bda6ae8ef70ffc082b434f1d2cbbae4b28,d24973451351df417701b3a4938579ab3bb8f685cc98f60fe34f47708ef3bb26,2026-07-18T15:57:42Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,18,fd0e0b12d8e1e8fa9e0a668bd11b8c688cd7992627726bc19200686e3f0aacc3,fdb9a194d423a66bf414c068312e4ea6968c47de89a8a8620108b209d97d8057,2026-07-18T15:57:48Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,19,5055a419c305f67d12a6c562f095f48dc5b1f56ab154357731d2cbff7d1a0fb3,9dbc2b3773314c3a2f5fa0c3715bfff02a8034e6a723b1594c54d13ac3a36cbd,2026-07-18T15:57:52Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,20,ce071baaefe69c213dcdf592d73970561b68743250678ce41114154fdce5fb24,0aa0314a2fe20472530f640848983998a9b289896927b47de67dc247de5f1d63,2026-07-18T15:57:57Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,21,a745b2cf2f3a1ef63c07d5b7431023fa0d95d5525adfb2f06a57a9d22389233c,6b1614dbe2f672d7736919c86c1ebd4e21bbfac4de7d4e1031b6f50834bcb568,2026-07-18T15:58:02Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,22,6e1f15815d6f381d50044b4fa830a270fbe2322cf1894190e7f2e85a02d7548d,c1e022da1e1df0332fca8aa29c59563b05b8cdfbe0922d3556ae4dbbd219457f,2026-07-18T15:58:07Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,23,7388ad52f9c58c1811c9c10cc87c1f6a62cc436f83fccbeb578743e7e42fd668,45b6b50319536a54e505ac9235c75136dd4bd3494c676ab6146f5b82c9e9fec3,2026-07-18T15:58:13Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,1,24,4e927cb8a31d43025c3ab07519c4ab84b5bbe889c583481d5d7432a01069317b,be43808bec19c1429cbf2f5d16040483e3c845bf9791b73d730edf182fe19253,2026-07-18T15:58:18Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,1,4c4f923b4307e1f5d0f33e3b08b2152f5e1ba7dab67e9a9ae65632d557e0e67a,248b4b2161163ba1e221119062dc8ae50456a9ad4d5dfb403929cce465378102,2026-07-18T15:58:25Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,2,75d32ccc328ae2bec7d3d06a766940ed18dee5cfd776f6b0186986197ffc4ed9,3a047ea347c068e6474a8f471d804354f6a7d61f4007c1d290db8c5d65a5aa80,2026-07-18T15:58:30Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,3,99a0c8a50a705134bdddec1ad77fa218602402729730d468ca34cff1426dda50,b11631e7b267cda97c2b6c877b20ecee4cc84af8237167a49d556f523e00623b,2026-07-18T15:58:33Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,4,d91dfe59c926fda6b9c7cd8fddd120f8e93d3ebb15025042f58453905a1fb8da,55d1d76de0453286c3b7787193ff15ddf20fc3eb61d53152866ecb1eec956af2,2026-07-18T15:58:38Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,5,57119bd50ab773b7ad697591ffaca5a6819e40f0ec9f844ac36d7c398c6edfe2,aae46428dbbc587b5147c0a1aca30d21877a701579cf9b7f42f22c610ceefcca,2026-07-18T15:58:43Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,6,20e91ccfd1bb8fc5eae2091fdb133ba69023394232b97d05278dd4f1355bfcf2,3dd29aa36d57fe466b1cf1d2b2605b071e0ff974ce609d2762badfe2e02861f3,2026-07-18T15:58:46Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,7,015dd2f12352f56fff0535201f9b7534db085214ffa80b51de1d5c5ef15516f3,74be6daa9ca3197bc3c9b9af7b6c89607a32b26e366301266be42ad19a2f98fd,2026-07-18T15:58:48Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,8,aae75e0f9a0daae5c814dac4c9bde093c4c7a057ad151dcc2ab2b62373f21f6b,2c8b4df97529f2b3ba4d5a9cfe11e75a2c0a5ff392e8eec17509a18297ad406e,2026-07-18T15:58:54Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,9,766896cfaa81dbb10363680bf7fb267decfb0788c72564c7e53495370447d129,838fb502870ffb80731146bb23b5249aa45f338a67fb26cbeed82823234ef850,2026-07-18T15:58:58Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,10,22806cee25bee7bb965139e4db68f0b5a66114d4e5b6f212a80617baa9137bba,6be4160ea983539ae8960ac5a6035bd92e74a8188b526e8bf142baffbd1f36f1,2026-07-18T15:59:02Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,11,984e0176037ace97c0eab79d731c0c9e8570a1974af7213823b25b1902114250,fe2f98f621cfa0fcd8e9d6898747c4b8274135c81a3cddbb9fb44b9be6e960ae,2026-07-18T15:59:09Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,12,0350ea16061dc6019cda6d3da03ffd94ee3464c110ef63f99761f295a061469b,54bdfd05a16774a68297bcd16e9a7f70718cca2d1ca249b234ed0619ec4cdf82,2026-07-18T15:59:14Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,13,91213f61ab9ada77c12b0517d59cac3f2d07a9ca25247448458cf261eaeaccf6,d587bfa50c6c186a7a54772d051999b745c4dba7dc11af70b624bd1e09bd8f5a,2026-07-18T15:59:20Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,14,b2b562e4b152f636f716b63a8ac9f590980762e491cbe9a017e7fe6d74132fa4,9faf628db1ff0d5ae93308f8a17cf01d90fdde128e1d45b149e693d89bbf6660,2026-07-18T15:59:25Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,15,6203e9756026cadfdd9f74fcaa5b2f6ce20e1ea16d3afe424d6239a888dd73f8,680f1f6706b566c68e71881475ab0bd12fdfe3656e7edddebdb4a7a99d31a181,2026-07-18T15:59:31Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,16,cfeb4a16f0288eb4b5c8c2afe398e2820fe6d9aef422e383b23cd4ea24bb6f0f,114e937c49bcb9de1615da4778df07dd248d8d76b9f2f6d176d7f88b22a750e7,2026-07-18T15:59:36Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,17,f247c4d2295be3618043749adb46126a1afe15401b85357c649d579dd11c8176,7bd61ecd7fbb4555c28f7a420cef79dfd4688ab8be7723e139e8e2e403a28a8a,2026-07-18T15:59:41Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,18,577b6cdad407a99e86a73d7655faf44f36d197630b9b0b2088a47c74900a3d28,9c5700e422360afd6f1ef7bb1e62594f9812de63821ad3c784cfd8bacafdbffb,2026-07-18T15:59:48Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,19,fb5151d14bb96bfc3f950d813cd25afb1ebdf2b1940847629b8e3a348db66011,969d4fae52c69bd5047de2b047e3bf9d6b2f90f9ae55af4c8f8f3315472a4eca,2026-07-18T15:59:53Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,20,a2ad6b7ed1fc29099f2defbc030819cde50f88a7c4a81f16f24ccc7b9ad12c16,29b3bee6820371e853c32b2887d55944500f8d2e546eb504c07744e436f2d277,2026-07-18T16:00:02Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,21,19ae6052c090926a4d0798103794c307b80bc0fe9096bcb6f7cb0238ff56445f,6a789c99e0a41f8c2a4e678827b859480eb297674ccbe3ace5bbf55b485f55c1,2026-07-18T16:00:08Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,22,6d81b7fddfdc6aba8b78f1a4d385d7812b4715324f94a7296789a605866940cc,cf3b1e3b172002b70058f9597689bad4dd958924fd6a3d44236841f9dad53f98,2026-07-18T16:01:51Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,23,ff270aab7b46c876f0728753543ad9d9769f477b4eaab7fefe389dfaefedfbe4,97f24bccb029e5481d4fc55b1cfef6278e7f8826815eb9cd468c5d8fcdefae63,2026-07-18T16:01:57Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,24,2,24,4f970c6a336f9fe1a3e9ce0da571e6121b3a9bc549676d84d9727f82985f6347,039908fcf8a1babde3b0e5d8cd3c73ef1ff4bbfdc4d0b6a88d4b8cff623d837a,2026-07-18T16:02:01Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,1,e003852efb0f7bb13bbb7cdd5108d5b073e26c6cb0ee7ef8955d5b30786812f9,d6940f096d51570591e621c925ed712d44e0a1605947e77a51dea911e5ef22a1,2026-07-18T16:02:12Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,2,8d2ec3beabae020527525f99563578761ec5226b5968471b76276257f9cd4fac,b514168194be2618ea28d26c4ec6c634833d2ab8f00cdecc2cfedb105c2ae801,2026-07-18T16:02:17Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,3,553bdbd00b5f13e130ab03c468c532739036c973943ac3cfcb6b3af2f298d829,e80e3f94f54b298c6511ba838345fa25d6aa1f6d1bf2832156f2873eb00c1269,2026-07-18T16:02:20Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,4,1add2d6cf1276d3065cea1d6137f7d5d9a35e25a2ae7c859a4e38210c6f858bc,288e943962f7cfad942f4fbc5761e566960c32b9af1c5f2745430c05d80c77b7,2026-07-18T16:02:25Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,5,6e58355bb738e66ca984c34004848a4dd346fdf6d7b637d03331ac2f7120f9ee,af6a7556bfbc0b0f40456842bf0ab7ecba0b75b9d9e6cbd13fe9d34ccd8da079,2026-07-18T16:02:29Z,False
neutral,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,25,0,6,0144a13d61aeff8fa26c9d5d9a98b252f46870702fedae7df1fcb398feb62906,a3fe84c69c03ae9682ab6608fd86924846cd03df48ecc0bca899559c7803e5e2,2026-07-18T16:02:34Z,False
