entry_id,scenario_id,agent_type,provider,model_family,prompt_mode,risk_feedback_mode,evidence_tags,claim_class,evidence_tier,claim_scope,parse_coverage,model_redacted,data_source,frequency,symbols,total_return,max_drawdown,fill_rate,rejected_orders,risk_edits,audit_coverage,reproducibility_hash,reproducibility_status,redaction_status,source_file
ta-bb97d5793bbf,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:bb97d5793bbfb0ef392f9919a89164f9cc18106a6d1457ef0f56ceb39a1b0f3f,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_always_hold__seed_7.json
ta-7aa11e67f69a,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.07211065554151874,-0.022573242770756896,0.7352941176470589,6,0,1.0,sha256:7aa11e67f69ac91c26333c66126c35925ee3b1caf5c27830a528206aab38b2ab,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_random__seed_11.json
ta-6a1d2a467cd8,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10610974304344589,-0.15847686457994725,0.8,4,0,1.0,sha256:6a1d2a467cd8f4ba8686c350a869757c01a54d2d1971fb44058111756acf0c09,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_random__seed_17.json
ta-40ca7e76523a,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.0981748938125574,-0.17320318002112656,0.6764705882352942,8,0,1.0,sha256:40ca7e76523ad47f72bd496a7da8340772e582349d8838ac623e59f992ee90ef,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_random__seed_23.json
ta-9661fd5891a5,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.04155571352298448,-0.046334816202907914,0.8333333333333334,2,0,1.0,sha256:9661fd5891a5da906dc8ade2d2fa80d64129dba22794df31e618ed2d2b60d6a3,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_random__seed_31.json
ta-480274e4c362,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.06954869661031426,-0.1115978965989346,0.7428571428571429,6,0,1.0,sha256:480274e4c362e189011e2b908c978a44aae67cc60c52e58c5d72c81eb20352d2,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_random__seed_7.json
ta-b89707bd8492,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10137530373320403,-0.1657688751939127,0.8518518518518519,1,25,1.0,sha256:b89707bd849277cdf8776f4af235d603a67b961bf7d6ef717147e60427e000aa,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_flash__seed_11.json
ta-f2dfd5a8b623,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.02115585827537414,-0.054961035306124284,0.7037037037037037,5,27,1.0,sha256:f2dfd5a8b6238186f04f9d9f8f464d49ac255527360b6ae73b2e38e7f196611c,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_flash__seed_17.json
ta-e1889c42a03e,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.08966972482301283,-0.10575028910559903,0.6086956521739131,6,24,1.0,sha256:e1889c42a03e98b5be5b91bf45ad1c3ee83d296f9ffbc78e1f0fc94fbf7cd17b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_flash__seed_23.json
ta-f08bc58ea950,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.1346112095145081,-0.19426849565834592,0.88,3,22,1.0,sha256:f08bc58ea95057405e8ea3d7cef8f00b6560b9ab6d91816c3626b1f2b5a2e463,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_flash__seed_31.json
ta-ea5d4d3b4eff,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.16005308929434525,-0.20577384534423304,0.7272727272727273,4,19,1.0,sha256:ea5d4d3b4eff3796378b50b0623ab6f26fee4a241cc341ae52993ec833e8e809,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_flash__seed_7.json
ta-569966a71c3d,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.134286590201668,-0.196321807517565,0.7307692307692307,4,23,1.0,sha256:569966a71c3dfc2daf35bee61204dd10b428f29d1d65c9308ec553a4b62b4571,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_pro__seed_11.json
ta-0a4a0fab532e,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0012416167890365593,-0.054961035306124284,0.6666666666666666,5,23,1.0,sha256:0a4a0fab532eadafa8478075e92fc69b338fed601e3868186dd33d6ae32e31ac,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_pro__seed_17.json
ta-fea519cd8389,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.02028210033138078,-0.05272081137380491,0.6,5,23,1.0,sha256:fea519cd8389993a75dc41fa894adb03bb374ef8d64cd348e828304c81f60612,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_pro__seed_23.json
ta-a378c6db80c2,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.014423926637310625,-0.05293370324264335,0.7619047619047619,5,18,1.0,sha256:a378c6db80c2cbd502b9f1113eeb6137d145074ba54f27a7092f413a645f03c2,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_pro__seed_31.json
ta-c7d453e14955,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.1385129783678416,-0.18540622537448614,0.72,5,23,1.0,sha256:c7d453e149555ca531d1cd714e83c6014307d56f879e09ca958b20c5d07a7490,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__deepseek_deepseek_v4_pro__seed_7.json
ta-22ab171611c0,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.134286590201668,-0.196321807517565,0.7307692307692307,4,23,1.0,sha256:22ab171611c072826b238ce1cc15c171366fe58b1351d19c1aafc488f5afdbef,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_claude_opus_4_7__seed_11.json
ta-f4dee12a74b8,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.02069584328583196,-0.054961035306124284,0.75,4,28,1.0,sha256:f4dee12a74b88dfe881a0619657ab3c063f84ddbbb28985199352651b4595769,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_claude_opus_4_7__seed_17.json
ta-b70991c0a097,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.04726028464035159,-0.07604743400449587,0.7037037037037037,5,27,1.0,sha256:b70991c0a0979efb854bb5996cf35f26280300d10f296751125c401d5d77905b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_claude_opus_4_7__seed_23.json
ta-2d83546bf33d,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10388793083408077,-0.16193299206149503,0.8214285714285714,5,23,1.0,sha256:2d83546bf33def821d608c3e9ffbca0890738f76fd920573f152517e0ee15375,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_claude_opus_4_7__seed_31.json
ta-a9db83b7afa7,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.13849449867400387,-0.185388751584192,0.72,5,22,1.0,sha256:a9db83b7afa7e61668ee0989d4699d560aec4cf51c7c949bf17014c37c2f4484,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_claude_opus_4_7__seed_7.json
ta-5a4b4ac82a0d,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.134286590201668,-0.196321807517565,0.7307692307692307,4,21,1.0,sha256:5a4b4ac82a0d0da517fbbe4d8f95a0a10c4010b2722b7a28e4b37f6054f9bc6f,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gemini_3_1_pro__seed_11.json
ta-5ea4bfedc3de,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.025622787673017955,-0.054961035306124284,0.6538461538461539,6,22,1.0,sha256:5ea4bfedc3de266b2a62f83f1c5d1f154f11f8a283ab571c5d4c5c190a9d5343,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gemini_3_1_pro__seed_17.json
ta-95fb805c9921,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.1277030373622986,-0.18506632132249334,0.5769230769230769,8,22,1.0,sha256:95fb805c99219cab83f4c8632a3f576ee60a1668b794b5a80897dbee947df697,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gemini_3_1_pro__seed_23.json
ta-7ddf880bf3ec,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.05767939386138954,-0.08806340944077473,0.8095238095238095,4,18,1.0,sha256:7ddf880bf3ecc2f57562998f61359fc5b456f3afe44293c1867c492a972c66e6,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gemini_3_1_pro__seed_31.json
ta-292c6fde1882,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.13847257847278582,-0.185368024563352,0.68,6,21,1.0,sha256:292c6fde1882bb9ccd9b5932978aa731488fab1fcc39d10181e56e4a7c19f682,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gemini_3_1_pro__seed_7.json
ta-26e5eb0a6305,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.134286590201668,-0.196321807517565,0.7307692307692307,4,23,1.0,sha256:26e5eb0a630593e6c1ad5fb3383fc32e0ef3c9d526c30badfabe9c52d14112f3,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_glm_5__seed_11.json
ta-4954717bfa81,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.02115585827537414,-0.054961035306124284,0.7037037037037037,5,27,1.0,sha256:4954717bfa810f0fa079609f0928deb6ddeb4067ca14f40144a6f41b2544f12b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_glm_5__seed_17.json
ta-0876e7751807,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,0.9167,False,yahoo-finance-csv,weekly,3,0.02018179197191783,-0.054961035306124284,0.6666666666666666,5,27,1.0,sha256:0876e7751807f8bb022bdeba8ad3c4146e69658500633513908246bf19875c3a,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_glm_5__seed_23.json
ta-2e43162b667a,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,0.9167,False,yahoo-finance-csv,weekly,3,-0.12281231245338775,-0.1840844914953973,0.7857142857142857,6,24,1.0,sha256:2e43162b667af37195ee0d9073762bd1b9df1ff950930d800d052a4a5c63445c,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_glm_5__seed_31.json
ta-a4b9ecae134c,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.1385129783678416,-0.18540622537448614,0.72,5,23,1.0,sha256:a4b9ecae134cf82e08792e02ec69caa87a3f1b9cde96f60f71babf0472f5302e,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_glm_5__seed_7.json
ta-9f33639094f7,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.134286590201668,-0.196321807517565,0.7307692307692307,4,21,1.0,sha256:9f33639094f774c2f0a9a896f158509ae3b1ff083b83b977e2a5bca8e0e3c29e,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gpt_5_5__seed_11.json
ta-7b3f159e7656,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.02115585827537414,-0.054961035306124284,0.7037037037037037,5,27,1.0,sha256:7b3f159e765622987b44ce741cbeec0840f668f21f3b97ad4fb8023c6b0a083e,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gpt_5_5__seed_17.json
ta-7f028c544df5,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.06721258796822283,-0.10066507176439965,0.6153846153846154,7,28,1.0,sha256:7f028c544df549aa0c3de9068f6c741c95d0132fb3a223ee826ac367818f831d,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gpt_5_5__seed_23.json
ta-bbf88fa62999,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.12281231245338775,-0.1840844914953973,0.7857142857142857,6,24,1.0,sha256:bbf88fa62999a501592cbc262422935b190a60f600b355d1b056c532cd6a2fca,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gpt_5_5__seed_31.json
ta-5872db22a33e,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.13849449867400387,-0.185388751584192,0.72,5,22,1.0,sha256:5872db22a33e2b834ed39a97301088d92366296f63ff23bb437d19c0e1c6d0fa,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_gpt_5_5__seed_7.json
ta-0bc65cff62d0,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.14197713780200827,-0.20396419877772187,0.6296296296296297,7,25,1.0,sha256:0bc65cff62d0375547027e0891a449ce57dcd151cfd5a3e4691c4f14b142dbb3,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_kimi_k2_5__seed_11.json
ta-8f36b888685c,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.025622787673017955,-0.054961035306124284,0.6296296296296297,7,23,1.0,sha256:8f36b888685c5032ed7de3a2ecf80081464f6378de074f23fe3ef2af50ed648b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_kimi_k2_5__seed_17.json
ta-243b6ff130f2,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.06737451501381486,-0.10082585424208401,0.6428571428571429,7,30,1.0,sha256:243b6ff130f2da101d196e36bfc304968cbbce2b02f61eb7202cb401cf29cea7,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_kimi_k2_5__seed_23.json
ta-92023a00f17d,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.05271609469049188,-0.09940210322274345,0.8461538461538461,3,19,1.0,sha256:92023a00f17d034051c434acf28cc6513f0c07e034e2d383299851515c88ed7e,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_kimi_k2_5__seed_31.json
ta-5e0395334c9d,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.12578731020932532,-0.1755132621389076,0.68,7,18,1.0,sha256:5e0395334c9d4444fe13204f3141b699128fd402543589373c5f872d09d78683,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__poe_kimi_k2_5__seed_7.json
ta-9f03f4f1c0e4,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:9f03f4f1c0e4ac0c633e4b6c73b685ee78bc23c401d49400cbbb11b18433a75a,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_always_hold__seed_11.json
ta-61f784cac384,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:61f784cac384e97886b974e740ab1662ebd20081b427a4ad85ca4d37bda8e817,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_always_hold__seed_17.json
ta-098a9999647a,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:098a9999647aa9c942965a12d401a6b981e5aa706192ba76f93b78cb9bf3b710,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_always_hold__seed_23.json
ta-ff6a1c057835,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:ff6a1c057835df2d5780284b1ee7f3df5469b5fe72dcc1b5895c821a99657205,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_always_hold__seed_31.json
ta-e61a71e6b1cd,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:e61a71e6b1cdcdabdae52507a0336d33422736193f483de1c01ae76ee86bbb57,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_always_hold__seed_7.json
ta-81e598e08f3a,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.07576750598436566,-0.05455700646311501,0.7647058823529411,5,0,1.0,sha256:81e598e08f3a7645df441d4d465b5c00893f66d58ce9e85a0ed64a8509cf7f42,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_random__seed_11.json
ta-490b13bf92d9,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.054203746484887905,-0.027782146043636713,0.7714285714285715,5,0,1.0,sha256:490b13bf92d9e3bb9fa0f29d0eac85ab051bdb9eb90be5ee879578ae598e9826,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_random__seed_17.json
ta-923a9957f19e,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.06349265622136036,-0.12159711245866023,0.8285714285714286,3,0,1.0,sha256:923a9957f19e628d1c4681cb6061a4e2fc0dfc7102b350ffa1b24229a5d64231,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_random__seed_23.json
